Incident ID,Date,Governorate,District,Area,Target,Main category,Sub-category,Time,Air Raids,Naval,Time Interval
1507,04/06/2015,Sanaa,Sanhan,Al-Sawad ,Al-Sawad Military Camp,Military_Security_Target,Military Site,23,unkn,,Night
1508,04/06/2015,Sanaa,Hamdan,Wadi Dhahr,Unknown,Unknown,Unknown,17,1,,Afternoon
1509,04/06/2015,Sanaa,Bani Al-Harith,Al-qabil village,Unknown,Unknown,Unknown,17,1,,Afternoon
1510,04/06/2015,Abyan,Zinjibar,-,The 15th infantry Brigade,Military_Security_Target,Military Site,unkn,unkn,,Unknown
1511,04/06/2015,Aden,Khor Maksar,-,Badr Military Camp,Military_Security_Target,Military Site,4,,1,Early-Morning
1512,04/06/2015,Aden,Al-Tawahi,-,Pro-Houthi forces,Military_Security_Target,Forces,8,1,,Morning
1513,04/06/2015,Aden,Dar Sa'ad,Ja'olah,Pro-Houthi forces,Military_Security_Target,Forces,8,1,,Morning
1514,04/06/2015,Aden,Crater,Al-Aqabah and Al-Badri,Pro-Houthi forces,Military_Security_Target,Forces,unkn,2,,Unknown
1515,04/06/2015,Aden,Khor Maksar,-,Missiles launcher,Military_Security_Target,Forces,unkn,1,,Unknown
1516,04/06/2015,Dhamar,Dhamar City,-,The SSF camp,Military_Security_Target,Military Site,unkn,2,,Morning
1517,04/06/2015,Dhamar,Dhamar City,-,Local council,Infrastructure,Gov. compounds,10,unkn,,Midday
1518,04/06/2015,Dhamar,Dhamar City,-,PSO,Military_Security_Target,Military Site,10,unkn,,Midday
1519,04/06/2015,Dhamar,Dhamar City,-,Al-Qashlah Military Camp,Military_Security_Target,Military Site,10,unkn,,Midday
1520,04/06/2015,Hajja,Midi,-,Farms,Economic_infrastructure,Farms,unkn,unkn,,Unknown
1521,04/06/2015,Hudaydah,Al-Hudaydah City,-,Houses,Civilian,Residential Area,unkn,unkn,,Unknown
1522,04/06/2015,Ibb,Al-Sabrah,Hayel Al-Salqa'a,Unknown,Civilian,Residential Area,unkn,1,,Unknown
1523,04/06/2015,Ibb,Al-Sabrah,Al-Sejar village,Unknown,Civilian,Residential Area,unkn,1,,Unknown
1524,04/06/2015,Saada,Sa'ada,"Al-Maghsal, Al-Jamala",Residential Area,Civilian,Residential Area,unkn,unkn,,Unknown
1525,04/06/2015,Saada,Sa'ada,The City,Fuel station,Economic_infrastructure,Oil & Gas,unkn,unkn,,Unknown
1526,04/06/2015,Saada,Sa'ada,The City,Al-Amoody family car,Civilian,Vehicle/buss,unkn,unkn,,Unknown
1527,04/06/2015,Saada,Majz,-,Houses,Civilian,Residential Area,unkn,unkn,,Unknown
1528,04/06/2015,Taiz,Al-Mukha,-,Unknown,Unknown,Unknown,1,5,,Early-Morning
1529,04/06/2015,Taiz,,-,Houses,Civilian,Residential Area,12,unkn,,Midday
1530,04/06/2015,Taiz,Al-Taiziyah,Al-Zenoj,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Unknown
1531,04/06/2015,Taiz,Al-Taiziyah,50 and 60 streets and Wadi Al-Harir,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Afternoon
1532,04/06/2015,Taiz,Al-Taiziyah,Al-Hashmah,School,Educational_facility,School,unkn,1,,Unknown
1533,05/06/2015,Capital,Al-Sab'ein,Haddah street,The SSF camp,Military_Security_Target,Military Site,16,unkn,,Afternoon
1534,05/06/2015,Capital,Azal,Noqom mountain,Weapons stores,Military_Security_Target,weapon storage,23,unkn,,Night
1535,05/06/2015,Capital,Al-Sab'ein,Noqom Mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,23,unkn,,Night
1536,05/06/2015,Capital,Al-Sab'ein,Al-Nahdin,Al-Nahdain Military Camp,Military_Security_Target,Military Site,23,unkn,,Night
1537,05/06/2015,Capital,Al-Sab'ein,Al-Nahdain,The presidental palace,Military_Security_Target,Military Site,23,unkn,,Night
1538,05/06/2015,Capital,Al-Sab'ein,Khawlan street,Facilities management complex,Infrastructure,Gov. compounds,23,unkn,,Night
1539,05/06/2015,Sanaa,Sanhan,Al-Sawad ,Al-Sawad Military Camp,Military_Security_Target,Military Site,23,unkn,,Night
1540,05/06/2015,Aden,Khor Maksar,Jazeerah Al-Omal,Pro-Houthi forces,Military_Security_Target,Forces,3,unkn,,Early-Morning
1541,05/06/2015,Aden,Khor Maksar,-,Aden Airport,Infrastructure,Transport,3,unkn,,Early-Morning
1542,05/06/2015,Aden,,-,Public prosecution building,Infrastructure,Gov. compounds,3,unkn,,Early-Morning
1543,05/06/2015,Amran,Harf Sufyan,Wasit village,Unknown,Unknown,Unknown,22,5,,Night
1544,05/06/2015,Bayda,Al-Taffah,Al-Daqiq mountain,Pro-Houthi forces,Military_Security_Target,Forces,11,3,,Midday
1545,05/06/2015,Bayda,Dhi Al-Na'im,"Al-Kasarah, Al-Sirah",Pro-Houthi forces,Military_Security_Target,Forces,11,6,,Midday
1546,05/06/2015,Dhamar,Dhamar City,Al-Darb,The community college,Educational_facility,University,1,unkn,,Early-Morning
1547,05/06/2015,Dhamar,Dhamar City,Al-Darb,The technical Institute,Educational_facility,Institute,1,unkn,,Early-Morning
1548,05/06/2015,Hajja,Harad,Ahim junction,3 Military vehicles,Military_Security_Target,Moving Target (weapons/fighters),unkn,unkn,,Unknown
1549,05/06/2015,Hajja,Harad,Ahim junction,Civilian vehicles,Civilian,Vehicle/buss,unkn,unkn,,Unknown
1550,05/06/2015,Ibb,Al-Sayani,Al-Najd Al-Ahmar ,Pro-Houthi forces,Military_Security_Target,Forces,17,1,,Afternoon
1551,05/06/2015,Ibb,Ibb,Shaban,The SSF camp,Military_Security_Target,Military Site,17,1,,Afternoon
1552,05/06/2015,Saada,Sa'ada,Rahban,Unknown,Civilian,Residential Area,unkn,unkn,,Morning
1553,05/06/2015,Saada,Ghamir,-,Unknown,Civilian,Residential Area,unkn,unkn,,Unknown
1554,05/06/2015,Shabwa,Ataq,-,Rescue police HQ,Military_Security_Target,Military Site,11,4,,Midday
1555,05/06/2015,Shabwa,Ataq,-,Al-Jalfouz checkpoint,Military_Security_Target,Checkpoints,11,unkn,,Midday
1556,05/06/2015,Shabwa,Ataq,-,Al-Hamra'a checkpoint,Military_Security_Target,Checkpoints,11,unkn,,Midday
1557,05/06/2015,Shabwa,Haban,Al-Dhala'ah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Midday
1558,05/06/2015,Taiz,,-,House ( belongs to an Islah leader Anas Al-Nahari ),Political_Tribal,Figure,17,unkn,,Afternoon
1559,05/06/2015,Taiz,Al-Taiziyah,"Jarah mountain, A-Zinoj area",Unknown,Civilian,Residential Area,unkn,unkn,,Unknown
1560,06/06/2015,Abyan,Zinjibar,-,The 15th infantry Brigade,Military_Security_Target,Military Site,17,unkn,,Afternoon
1561,06/06/2015,Aden,Al-Mansourah,Beer Fadhl,Pro-Houthi forces,Military_Security_Target,Forces,11,unkn,,Morning
1562,06/06/2015,Amran,Qaflah Odhr,-,Pro-Houthi forces,Military_Security_Target,Forces,16,unkn,,Afternoon
1563,06/06/2015,Amran,Bani Suraim,"Al Balhusain junction, Bani Qais",House ( belongs to Nabt Al-Halhali ),Civilian,Residential Area,17,2,,Afternoon
1564,06/06/2015,Amran,Khamir,Al Husain,Pro-Houthi forces,Military_Security_Target,Forces,16,unkn,,Afternoon
1565,06/06/2015,Amran,Harf Sufyan,Wasit,Trucks,Civilian,Vehicle/buss,unkn,unkn,,Unknown
1566,06/06/2015,Amran,Harf Sufyan,Wasit,Trucks,Civilian,Vehicle/buss,unkn,unkn,,Unknown
1567,06/06/2015,Dhalie,Al-Dhalie,Sanah,Pro-Houthi forces,Military_Security_Target,Forces,23,1,,Night
1568,06/06/2015,Hajja,Bakil Al-Mir,-,House,Civilian,Residential Area,unkn,unkn,,Unknown
1569,06/06/2015,Hajja,Hajja City,-,School,Educational_facility,School,unkn,unkn,,Unknown
1570,06/06/2015,Hajja,Hajja City,-,Doctors housing place,Medical_facility,Other,unkn,unkn,,Unknown
1571,06/06/2015,Hajja,Hajja City,-,Health centre,Medical_Facility,Medical Centres,unkn,unkn,,Unknown
1572,06/06/2015,Hajja,Khayran Al-Mahriq,-,IDPs camp,Civilian,Residential Area,unkn,1,,Unknown
1573,06/06/2015,Jawf,Khab Wa Al-Sha'af,Al-Yatmah,House ( belongs to local Sheikh Al-Sha'ef ),Civilian,Residential Area,20,1,,Evening
1574,06/06/2015,Jawf,Khab Wa Al-Sha'af,Al-Arfa'a mountain,Pro-Houthi forces,Military_Security_Target,Forces,20,unkn,,Evening
1575,06/06/2015,Jawf,Khab Wa Al-Sha'af,Al-Yatmah,The governmental compound,Infrastructure,Gov. compounds,20,unkn,,Evening
1576,06/06/2015,Lahj,Tuban,-,Al-Anad Airbase,Military_Security_Target,Military Site,unkn,unkn,,Early-Morning
1577,06/06/2015,Saada,Sa'ada,-,The Republican guard camp,Military_Security_Target,Military Site,16,unkn,,Afternoon
1578,06/06/2015,Saada,Haydan,Marran mountain,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Afternoon
1579,06/06/2015,Saada,Haydan,Bani Sa'ad,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Afternoon
1580,06/06/2015,Saada,Haydan,Al-Sha'af,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Afternoon
1581,06/06/2015,Taiz,Al-Mudhaffar,Al-Noor city,Air Defence Military Camp,Military_Security_Target,Military Site,23,unkn,,Night
1582,06/06/2015,Taiz,Al-Qaherah,Al-Wa'ash mountain,Pro-Houthi forces,Military_Security_Target,Forces,23,unkn,,Night
1583,07/06/2015,Capital,Al-Tahrir,Al-Qeiadah neighborhood,The higher command of the armed forces    ,Military_Security_Target,Military Site,1,4,,Early-Morning
1584,07/06/2015,Capital,Al-Sab'ein,Noqom Mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,2,unkn,,Early-Morning
1585,07/06/2015,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,2,1,,Early-Morning
1586,07/06/2015,Capital,Shu'oub,Sarf,The development Military Camp ,Military_Security_Target,Military Site,9,1+,,Morning
1587,07/06/2015,Capital,Al-Thawrah,-,Military Academy,Military_Security_Target,Military Site,8,unkn,,Morning
1588,07/06/2015,Capital,Bani Al-Harith,Al-Rahabah,Sana'a International Airport,Infrastructure,Transport,23,unkn,,Night
1589,07/06/2015,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,23,unkn,,Night
1590,07/06/2015,Capital,Azal,Noqom mountain,Anti-Aircraft,Military_Security_Target,Military Site,unkn,unkn,,Unknown
1591,07/06/2015,Capital,Al-Thawrah,Al-Nahdhah neighborhood,Former 1st Armoured Division,Military_Security_Target,Military Site,23,unkn,,Night
1592,07/06/2015,Sanaa,Hamdan,Dhila'a,Unknown,Unknown,Unknown,8,unkn,,Morning
1593,07/06/2015,Sanaa,Bani Hushaysh,Al-Tawil mountain,Al-Tawil Military Camp,Military_Security_Target,Military Site,9,unkn,,Morning
1594,07/06/2015,Sanaa,Bani Hushaysh,Sarif,Khoshm Al-Bakrah Military Camp,Military_Security_Target,Military Site,9,unkn,,Morning
1595,07/06/2015,Sanaa,Bani Matar,Attan mountain,Missiles Brigade Camp,Military_Security_Target,Military Site,12,3,,Midday
1596,07/06/2015,Sanaa,Hamdan,Al-Mahjar,Telecommunications site,Infrastructure,Communication,23,unkn,,Night
1597,07/06/2015,Sanaa,Hamdan,Dhila'a,Al-Estiqbal Military Camp,Military_Security_Target,Military Site,23,unkn,,Night
1598,07/06/2015,Aden,Dar Sa'ad,The green city,Pro-Houthi forces,Military_Security_Target,Moving Target (weapons/fighters),15,unkn,,Afternoon
1599,07/06/2015,Aden,Dar Sa'ad,The green city,Bus ,Civilian,Vehicle/buss,unkn,1,,Evening
1600,07/06/2015,Bayda,Mukayras,Aqabah Thirah,Pro-Houthi forces,Military_Security_Target,Forces,18,unkn,,Evening
1601,07/06/2015,Lahj,Tuban,-,Al-Anad Airbase,Military_Security_Target,Military Site,15,4,,Afternoon
1602,07/06/2015,Lahj,Tuban,Sabir,Sabir jail,Military_Security_Target,Military Site,unkn,7,,Unknown
1603,07/06/2015,Marib,Sirwah,Al-Jafinah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Afternoon
1604,07/06/2015,Saada,Al-Safra'a,Al Ammar,Pro-Houthi forces,Military_Security_Target,Forces,24,3,,Night
1605,07/06/2015,Saada,Kitaf Wa Al-Boqe'e,-,Pro-Houthi forces,Military_Security_Target,Forces,24,3,,Night
1606,07/06/2015,Saada,Sihar,Al-qabil village,House,Civilian,Residential Area,unkn,unkn,,Unknown
1607,07/06/2015,Taiz,Dhubab,Bab Al-Mandab,Oil station,Economic_infrastructure,Oil & Gas,2,unkn,,Early-Morning
1608,08/06/2015,Capital,Al-Sab'ein,-,House ( belongs to Abdulmalik Al-Sayani ),Political_Tribal,Figure,9,unkn,,Morning
1609,08/06/2015,Capital,Al-Sab'ein,Haddah street,The SSF camp ,Military_Security_Target,Military Site,9,unkn,,Morning
1610,08/06/2015,Capital,,Al-geria street ,The permanent committee,Political_Tribal,HQ,9,unkn,,Morning
1611,08/06/2015,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,20,unkn,,Evening
1612,08/06/2015,Sanaa,Bani Matar,Attan mountain,Missiles Brigade Camp,Military_Security_Target,Military Site,6,1,,Morning
1613,08/06/2015,Sanaa,Hamdan,-,House ( belongs to Military commander Ahmed Al-Dhafif ),Political_Tribal,Figure,20,1,,Evening
1614,08/06/2015,Sanaa,Hamdan,Wadi Dhahr,Unknown,Unknown,Unknown,22,4,,Night
1615,08/06/2015,Aden,Dar Sa'ad,The green city,Pro-Houthi forces,Military_Security_Target,Forces,1,1,,Early-Morning
1616,08/06/2015,Amran,Qaflah Odhr,-,Al-Qaflah Military Camp,Military_Security_Target,Military Site,22,7,,Night
1617,08/06/2015,Amran,,"Motk, Al-Waghirah",Pro-Houthi forces,Military_Security_Target,Forces,22,7,,Night
1618,08/06/2015,Jawf,,-,House ( belongs to an Islah leader Al-Hasan Abkar ),Political_Tribal,Figure,22,unkn,,Night
1619,08/06/2015,Lahj,Tuban,Sabir,5th Missiles Brigade,Military_Security_Target,Military Site,unkn,1,,Morning
1620,08/06/2015,Lahj,,-,Bus,Civilian,Vehicle/buss,unkn,unkn,,Unknown
1621,08/06/2015,Marib,Sirwah,Al-Jafinah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Evening
1622,08/06/2015,Marib,Marib,Al-Fao,House ( belongs to A local Shiekh Ja'ier Al-Shareef ),Political_Tribal,Figure,unkn,4,,Evening
1623,08/06/2015,Saada,Kitaf Wa Al-Boqe'e,-,131st infantry Brigade,Military_Security_Target,Military Site,unkn,unkn,,Afternoon
1624,08/06/2015,Saada,Sihar,"Wadi Sabir, Al-Mazro', Al-Khaza'en",Unknown,Civilian,Residential Area,unkn,unkn,,Afternoon
1625,08/06/2015,Saada,Sihar,Bani Mua'dh,Farm,Economic_infrastructure,Farms,unkn,3,,Unknown
1626,08/06/2015,Saada,Razih,-,Unknown,Unknown,Unknown,unkn,unkn,,Afternoon
1627,08/06/2015,Saada,Shada'a,-,Unknown,Unknown,Unknown,unkn,unkn,,Afternoon
1628,08/06/2015,Saada,Sihar,Ain,Pro-Houthi forces,Military_Security_Target,Forces,18,6,,Evening
1629,08/06/2015,Saada,Shada'a,Al-Dhaia'ah,Residential Area,Civilian,Residential Area,22,unkn,,Night
1630,08/06/2015,Shabwa,Ataq,-,The PSO,Military_Security_Target,Military Site,unkn,1,,Night
1631,09/06/2015,Capital,Al-Safiah,Bab Al-Yemen,Ministry of Defence,Military_Security_Target,Military Site,2,5,,Early-Morning
1632,09/06/2015,Capital,Al-Wahdah,Al-Zobairy street,House ( belongs to a member of the permanent committee Noman Dwaid ),Political_Tribal,Figure,2,1,,Early-Morning
1633,09/06/2015,Sanaa,Bani Matar,Attan mountain,Missiles Brigade Camp,Military_Security_Target,Military Site,5,2,,Early-Morning
1634,09/06/2015,Aden,Al-Buraiqah,Beer Ahmad,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Early-Morning
1635,09/06/2015,Aden,Khor Maksar,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Early-Morning
1636,09/06/2015,Aden,Al-Buraiqah,Beer Ahmad,Pro-Houthi forces,Military_Security_Target,Forces,17,unkn,,Afternoon
1637,09/06/2015,Aden,Dar Sa'ad,Beer Fadhl,pro-Houthi forces,Military_Security_Target,Forces,17,unkn,,Afternoon
1638,09/06/2015,Aden,Al-Buraiqah,Enma'a city,Pro-Houthi forces,Military_Security_Target,Forces,17,unkn,,Afternoon
1639,09/06/2015,Amran,Harf Sufyan,-,Trucks,Economic_infrastructure,Food (storage/transportation),9,unkn,,Morning
1640,09/06/2015,Amran,Harf Sufyan,-,Trucks,Economic_infrastructure,Food (storage/transportation),9,unkn,,Morning
1641,09/06/2015,Dhalie,Al-Dhalie,-,Al-Safra'a collage,Educational_facility,University,9,unkn,,Morning
1642,09/06/2015,Dhalie,Al-Dhalie,-,Educational compound,Infrastructure,Gov. compounds,9,unkn,,Morning
1643,09/06/2015,Dhalie,Al-Dhalie,The City,Aboud Military Camp,Military_Security_Target,Military Site,9,unkn,,Morning
1644,09/06/2015,Dhalie,Qatabah,-,The SSF camp,Military_Security_Target,Military Site,unkn,unkn,,Morning
1645,09/06/2015,Dhalie,Qatabah,-,The SSF camp,Military_Security_Target,Military Site,18,2,,Evening
1646,09/06/2015,Dhalie,Al-Dhalie,Sinah,The Central jail,Military_Security_Target,Military Site,18,1,,Evening
1647,09/06/2015,Hajja,Harad,-,pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Unknown
1648,09/06/2015,Hajja,Mustaba,-,Gas station,Economic_infrastructure,Oil & Gas,unkn,3,,Unknown
1649,09/06/2015,Ibb,Dhi As Sufal,Al-Qaedah city,Checkpoint,Military_Security_Target,Checkpoints,unkn,unkn,,Early-Morning
1650,09/06/2015,Jawf,Al-Ghayl,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Unknown
1651,09/06/2015,Marib,Sirwah,Wadi Al-Jafinah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,2,,Early-Morning
1652,09/06/2015,Marib,Marib,-,Republican palace,Military_Security_Target,Military Site,1,unkn,,Early-Morning
1653,09/06/2015,Marib,Sirwah,-,Pro-Houthi forces,Military_Security_Target,Forces,1,unkn,,Early-Morning
1654,09/06/2015,Saada,Al-Dhaher,-,Pro-Houthi forces,Military_Security_Target,Forces,16,9,,Afternoon
1655,09/06/2015,Saada,Al-Dhaher,Al-Malaheet,Pro-Houthi forces,Military_Security_Target,Forces,16,1,,Afternoon
1656,09/06/2015,Saada,Shada'a,-,Pro-Houthi forces,Military_Security_Target,Forces,16,2,,Afternoon
1657,09/06/2015,Saada,Razih,-,Unknown,Unknown,Unknown,22,unkn,,Night
1658,09/06/2015,Saada,Shada'a,-,Unknown,Unknown,Unknown,22,unkn,,Night
1659,09/06/2015,Saada,Sihar,Al-Mahadhir,Trucks,Civilian,Vehicle/buss,unkn,unkn,,Unknown
1660,09/06/2015,Taiz,Salah,Al-Hoban,The zoo,Infrastructure,Parks/Resorts,14,2,,Midday
1661,09/06/2015,Taiz,Salah,Al-Hoban,Weapons Storage,Military_Security_Target,weapon storage,14,unkn,,Midday
1662,09/06/2015,Taiz,,50 street,Checkpoint,Military_Security_Target,Checkpoints,14,2,,Midday
1663,09/06/2015,Taiz,,60 street,Checkpoint,Military_Security_Target,Checkpoints,14,unkn,,Midday
1664,09/06/2015,Taiz,Al-Mukha,-,Air Defence Military Camp,Military_Security_Target,Military Site,14,3,,Midday
1665,09/06/2015,Taiz,,Al-Ori,Unknown,Civilian,Residential Area,unkn,unkn,,Unknown
1666,10/06/2015,Aden,Al-Buraiqah,Ras Amran,Pro-Houthi forces,Military_Security_Target,Moving Target (weapons/fighters),unkn,unkn,,Early-Morning
1667,10/06/2015,Aden,Khor Maksar,-,Shinaz power station,Economic_infrastructure,Water & Electricity,10,1,unkn,Morning
1668,10/06/2015,Aden,Al-Tawahi,Al-Qaloa'ah,Al-Qaloa'ah tunnel,Infrastructure,Transport,24,unkn,,Night
1669,10/06/2015,Amran,Qaflah Odhr,-,The governmental compound,Infrastructure,Gov. compounds,unkn,unkn,,Unknown
1670,10/06/2015,Amran,Qaflah Odhr,-,The market,Civilian,Market place,unkn,unkn,,Unknown
1671,10/06/2015,Jawf,Khab Wa Al-Sha'af,Al-Aqabah ,Pro-Houthi forces,Military_Security_Target,Forces,9,unkn,,Morning
1672,10/06/2015,Marib,Sirwah,Mashijah,Pro-Houthi forces,Military_Security_Target,Forces,16,2,,Afternoon
1673,10/06/2015,Saada,Razih,"Tanbazah, Al-Arem",Pro-Houthi forces,Military_Security_Target,Forces,9,unkn,,Morning
1674,10/06/2015,Saada,Al-Dhaher,Al-Malaheet,Pro-Houthi forces,Military_Security_Target,Forces,9,unkn,,Morning
1675,11/06/2015,Jawf,Al-Ghayl,-,Unknown,Unknown,Unknown,unkn,unkn,,Unknown
1676,11/06/2015,Jawf,Al-Hazm,-,YEC building,Economic_infrastructure,Food (storage/transportation),17,unkn,,Afternoon
1677,11/06/2015,Marib,Sirwah,Al-Jafinah,pro-Houthi forces,Military_Security_Target,Forces,16,3,,Afternoon
1678,11/06/2015,Saada,Razih,Bani Sayah,Pro-Houthi forces,Military_Security_Target,Forces,8,2,,Morning
1679,11/06/2015,Saada,Haydan,-,pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Morning
1680,11/06/2015,Saada,Haydan,Al-Shat,Farm,Economic_infrastructure,Farms,unkn,unkn,,Unknown
1681,11/06/2015,Saada,Baqim,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Morning
1682,12/06/2015,Capital,Shu'oub,Al-Hasabah,Military police camp,Military_Security_Target,Military Site,1,1,,Early-Morning
1683,12/06/2015,Capital,Al-Thawrah,Al-Hasabah,Textile factory,Economic_infrastructure,Private factory,1,unkn,,Early-Morning
1684,12/06/2015,Capital,Old City,Al-Qasimi neighbourhood,Residential Area,Cultural_heritage,Historical buildings/Towns,1,1,,Early-Morning
1685,12/06/2015,Capital,Al-Sab'ein,Noqom Mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,1,unkn,,Early-Morning
1686,12/06/2015,Capital,Al-Sab'ein,Bait Ma'yad,Residential Area,Civilian,Residential Area,23,unkn,,Night
1687,12/06/2015,Capital,Al-Sab'ein,Noqom Mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,23,unkn,,Night
1688,12/06/2015,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,24,unkn,,Night
1689,12/06/2015,Capital,Al-Sab'ein,Al-Nahdain,The presidental palace,Military_Security_Target,Military Site,24,unkn,,Night
1690,12/06/2015,Sanaa,,Road to Marib,Pro-Houthi forces,Military_Security_Target,Moving Target (weapons/fighters),unkn,unkn,,Early-Morning
1691,12/06/2015,Sanaa,Bani Matar,Attan mountain,Missiles Brigade Camp,Military_Security_Target,Military Site,2,unkn,,Early-Morning
1692,12/06/2015,Sanaa,Bani Matar,Ayban mountain,Military Site,Military_Security_Target,Military Site,2,unkn,,Early-Morning
1693,12/06/2015,Sanaa,Sanhan,Al-Jarda'a,House ( belongs to the former president Ali Saleh ),Political_Tribal,Figure,23,unkn,,Night
1694,12/06/2015,Amran,Amran,The City,310th Armoured Brigade,Military_Security_Target,Military Site,17,1,,Afternoon
1695,12/06/2015,Amran,Amran,-,The Military police HQ,Political_Tribal,HQ,17,unkn,,Afternoon
1696,12/06/2015,Amran,Amran,-,The governmental compound,Infrastructure,Gov. compounds,17,3,,Afternoon
1697,12/06/2015,Jawf,Khab Wa Al-Sha'af,Nobah Bin Abd,Pro-Houthi forces,Military_Security_Target,Forces,17,unkn,,Afternoon
1698,12/06/2015,Lahj,Al-Musyamir,Aqan junction,Pro-Houthi forces,Military_Security_Target,Military Site,unkn,unkn,,Morning
