Incident ID,Date,Governorate,District,Area,Target,Main category,Sub-category,Time,Air Raids,Naval,Time Interval
12480,17/04/2017,Saada,Kitaf Wa Al-Boqe'e,Al-Emarah,Unknown,Unknown,Unknown,17,1,,Afternoon
12481,17/04/2017,Saada,Al-Dhaher,Al-Malaheet,Unknown,Unknown,Unknown,18,1,,Evening
12482,17/04/2017,Saada,Shada'a,-,Unknown,Unknown,Unknown,18,1,,Evening
12483,17/04/2017,Shabwa,Asilan,Dimah Al-Ma'areef,Pro-Houthi forces,Military_Security_Target,Forces,23,1,,Night
12484,17/04/2017,Taiz,Al-Mukha,Yakhtol,Unknown,Unknown,Unknown,1,3,,Early-Morning
12485,17/04/2017,Taiz,Al-Mukha,Al-Nar mountain,Pro-Houthi forces,Military_Security_Target,Forces,unkn,-,,Afternoon
12486,17/04/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,unkn,9,,Unknown
12487,17/04/2017,Taiz,Dhubab,Al-Omary mountain,Unknown,Unknown,Unknown,22,2,,Night
12488,18/04/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,8,,Unknown
12489,18/04/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,unkn,8,,Unknown
12490,18/04/2017,Hudaydah,Al-Khawkhah,South of the district,Unknown,Unknown,Unknown,18,1,,Evening
12491,18/04/2017,Saada,Baqim,Al-Alzammah,Unknown,Unknown,Unknown,18,1,,Evening
12492,18/04/2017,Taiz,Al-Mukha,Coast lines,Unknown,Unknown,Unknown,8,-,,Morning
12493,18/04/2017,Taiz,Al-Mukha,Al-Nar mountain,Pro-Houthi forces,Military_Security_Target,Forces,unkn,25+,,Unknown
12494,18/04/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,unkn,-,,Unknown
12495,19/04/2017,Hajja,Midi,-,Truck carrying weapons,Military_Security_Target,Moving Target (weapons/fighters),unkn,1,,Morning
12496,19/04/2017,Hajja,Midi,-,Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),unkn,1,,Morning
12497,19/04/2017,Hajja,Midi,Al-Khadhra'a,Missiles launcher,Military_Security_Target,Moving Target (weapons/fighters),unkn,1,,Morning
12498,19/04/2017,Hajja,Harad,Al-Mazraq,Unknown,Unknown,Unknown,12,1,,Midday
12499,19/04/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,13,,Unknown
12500,19/04/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,13,,Unknown
12501,19/04/2017,Hajja,Hayran,Near Hayran market,Water truck,Economic_infrastructure,Water & Electricity,unkn,1,,Afternoon
12502,19/04/2017,Hudaydah,Al-Khawkhah,Moshij,Unknown,Unknown,Unknown,21,1,,Evening
12503,19/04/2017,Marib,Sirwah,-,Unknown,Unknown,Unknown,10,1,,Midday
12504,19/04/2017,Marib,Harib Al-Garamish,-,Unknown,Unknown,Unknown,10,1,,Midday
12505,19/04/2017,Saada,Baqim,Al-Alhammaqi,Civilian's house,Civilian,Residential Area,12,1,,Midday
12506,19/04/2017,Saada,Baqim,Al-Masahif,Farm,Economic_infrastructure,Farms,16,1,,Afternoon
12507,19/04/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,unkn,4,,Night
12508,19/04/2017,Taiz,Al-Mukha,Al-Mukha junction,Main road,Infrastructure,Transport,unkn,4,,Night
12509,20/04/2017,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Air Base,Military_Security_Target,Military Site,15,1,,Afternoon
12510,20/04/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,19,2,,Evening
12511,20/04/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,19,1,,Evening
12512,20/04/2017,Jawf,Al-Maton,-,Unknown,Unknown,Unknown,9,1,,Morning
12513,20/04/2017,Jawf,Al-Maton,Al-Faidh,Residential Area,Civilian,Residential Area,13,1,,Midday
12514,20/04/2017,Marib,Sirwah,-,Unknown,Unknown,Unknown,10,1,,Midday
12515,20/04/2017,Marib,Sirwah,-,Civilian's house,Civilian,Residential Area,19,1,,Evening
12516,20/04/2017,Saada,Baqim,Al-Tho'ban,Unknown,Unknown,Unknown,19,1,,Evening
12517,20/04/2017,Shabwa,Asilan,Al-Hajr village,Unknown,Unknown,Unknown,24,2,,Night
12518,20/04/2017,Shabwa,Asilan,"Masqa Sodanah, Al-Daholi junction",Pro-Houthi forces,Military_Security_Target,Forces,24,-,,Night
12519,20/04/2017,Shabwa,Bayhan,Bayhan junction,Unknown,Unknown,Unknown,24,2,,Night
12520,20/04/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,unkn,10+,,Unknown
12521,20/04/2017,Taiz,Maqbanah,Al-Barah,Bridge,Infrastructure,Transport,13,1,,Midday
12522,21/04/2017,Taiz,Al-Wazi'iyah,Al-Ahaiwiq junction,Pro-Houthi forces,Military_Security_Target,Forces,unkn,-,,Unknown
12523,21/04/2017,Taiz,,West of Taiz,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,,20+,Unknown
12524,21/04/2017,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Air Base,Military_Security_Target,Military Site,11,3,,Midday
12525,21/04/2017,Hajja,Harad,Al-Mazraq,Unknown,Unknown,Unknown,unkn,6,,Unknown
12526,21/04/2017,Hajja,Harad,-,Tank,Military_Security_Target,Moving Target (weapons/fighters),unkn,1,,Evening
12527,21/04/2017,Hajja,Midi,-,Military vehicles,Military_Security_Target,Moving Target (weapons/fighters),19,2,,Evening
12528,21/04/2017,Marib,Sirwah,Al-Mukhaddarah,Pro-Houthi sites,Military_Security_Target,Military Site,15,2,,Afternoon
12529,21/04/2017,Marib,Harib Al-Garamish,-,Unknown,Unknown,Unknown,21,1,,Evening
12530,21/04/2017,Saada,Kitaf Wa Al-Boqe'e,Al-Ajashir,Unknown,Unknown,Unknown,22,1,,Night
12531,21/04/2017,Taiz,Al-Mukha,Al-Zihary,Unknown,Unknown,Unknown,12,1,,Midday
12532,21/04/2017,Taiz,Maqbanah,Al-Barah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,3,,Afternoon
12533,21/04/2017,Taiz,Al-Mukha,Al-Ghurafi village,Pro-Houthi sites,Military_Security_Target,Military Site,17,2,,Afternoon
12534,21/04/2017,Taiz,Mawza, Mawza junction,Pro-Houthi sites,Military_Security_Target,Military Site,17,2,,Afternoon
12535,21/04/2017,Taiz,Al-Wazi'iyah,-,Pro-Houthi sites,Military_Security_Target,Military Site,17,1,,Afternoon
12536,22/04/2017,Sanaa,Nihm,Al-Madfoon,Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),12,2,,Midday
12537,22/04/2017,Sanaa,Nihm,Yam mountain,Unknown,Unknown,Unknown,14,1,,Midday
12538,22/04/2017,Sanaa,Nihm,Qatbain,Unknown,Unknown,Unknown,24,1,,Night
12539,22/04/2017,Hajja,Hayran,-,Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),unkn,4,,Night
12540,22/04/2017,Hajja,Abs,Al-Jar,Farms,Economic_infrastructure,Farms,unkn,3,,Night
12541,22/04/2017,Jawf,Al-Maton,Al-Rabtah mountain,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,-,,Unknown
12542,22/04/2017,Lahj,Al-Madaribah Wa Al-Arah,Kahboub,Unknown,Unknown,Unknown,3,1,,Early-Morning
12543,22/04/2017,Lahj,Al-Qabbaytah,Thubrah village,Pro-Houthi sites,Military_Security_Target,Military Site,14,2,,Midday
12544,22/04/2017,Lahj,Al-Qabbaytah,Al-Shurayjah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,2,,Unknown
12545,22/04/2017,Marib,Sirwah,Al-Dheeq,Civilian's house,Civilian,Residential Area,unkn,2,,Morning
12546,22/04/2017,Marib,Sirwah,Mahal Bin Huzain,Civilian's vehicle,Civilian,Vehicle/Buss,unkn,2,,Unknown
12547,22/04/2017,Marib,Sirwah,"Airport- Al-Rabi'ah, Al-Mukhaddarah",Unknown,Unknown,Unknown,21,3,,Evening
12548,22/04/2017,Saada,Razih,Burakan main road,Civilian's vehicle,Civilian,Vehicle/Buss,unkn,1,,Morning
12549,22/04/2017,Saada,Baqim,Al-Sabhan,Unknown,Unknown,Unknown,17,1,,Afternoon
12550,22/04/2017,Taiz,Al-Mukha,Al-Nar mountain,Unknown,Unknown,Unknown,3,1,,Early-Morning
12551,23/04/2017,Sanaa,Sanhan,Amad,Community College,Educational_Facility,University,unkn,-,,Unknown
12552,23/04/2017,Sanaa,Sanhan,-,Farms,Economic_infrastructure,Farms,unkn,1,,Evening
12553,23/04/2017,Hajja,Harad,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,5,,Unknown
12554,23/04/2017,Hajja,Midi,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,4,,Unknown
12555,23/04/2017,Jawf,Khab Wa Al-Sha'af,Al-Khaliqain,Unknown,Unknown,Unknown,19,1,,Evening
12556,23/04/2017,Jawf,Al-Ghayl,Shawaq valley,Pro-Houthi forces,Military_Security_Target,Forces,unkn,2,,Unknown
12557,23/04/2017,Saada,Kitaf Wa Al-Boqe'e,Al-Boqe'e,Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),unkn,-,,Unknown
12558,23/04/2017,Saada,Haydan,Marran,Pro-Houthi sites,Military_Security_Target,Military Site,19,2,,Evening
12559,23/04/2017,Saada,Al-Dhaher,Al-Minzalah,Unknown,Unknown,Unknown,19,1,,Evening
12560,23/04/2017,Taiz,Al-Wazi'iyah,Al-Sanm,Civilian's vehicle,Civilian,Vehicle/Buss,unkn,-,,Unknown
12561,23/04/2017,Taiz,Al-Mukha,Al-Mukha junction,Unknown,Unknown,Unknown,unkn,3,,Unknown
12562,24/04/2017,Dhamar,Dhawran Ans,Qa'a Al-Haql,Farms,Economic_infrastructure,Farms,9,11,,Morning
12563,24/04/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,9,,Unknown
12564,24/04/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,unkn,9,,Unknown
12565,24/04/2017,Marib,Sirwah,-,Unknown,Unknown,Unknown,10,2,,Midday
12566,24/04/2017,Marib,Sirwah,-,Unknown,Unknown,Unknown,23,2,,Night
12567,24/04/2017,Saada,Shada'a,-,Unknown,Unknown,Unknown,10,3,,Midday
12568,24/04/2017,Saada,Baqim,"Mandabah, Al-Bahah",Unknown,Unknown,Unknown,12,2,,Midday
12569,24/04/2017,Saada,Razih,Burakan,Main road,Infrastructure,Transport,15,1,,Afternoon
12570,24/04/2017,Saada,Monabbih,-,Unknown,Unknown,Unknown,15,1,,Afternoon
12571,24/04/2017,Saada,Majz,-,Unknown,Unknown,Unknown,22,1,,Night
12572,24/04/2017,Taiz,Al-Mukha,Al-Mukha junction,Unknown,Unknown,Unknown,10,3,,Midday
12573,24/04/2017,Taiz,Mawza,Al-Majash,Two Civilians' vehicles,Civilian,Vehicle/Buss,17,2,,Afternoon
12574,24/04/2017,Taiz,Maqbanah,Al-Wazi'iyah junction,Unknown,Unknown,Unknown,22,1,,Night
12575,25/04/2017,Hajja,Harad,Al-Mazraq,Unknown,Unknown,Unknown,17,2,,Afternoon
12576,25/04/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,6,,Unknown
12577,25/04/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,unkn,5,,Unknown
12578,25/04/2017,Hudaydah,Bajil,-,Al-Shamiri Stones crusher,Economic_infrastructure,Private Business,17,3,,Afternoon
12579,25/04/2017,Hudaydah,Bajil,-,Al-Jarash Military Camp,Military_Security_Target,Military Site,unkn,4,,Unknown
12580,25/04/2017,Jawf,Al-Ghayl,-,Unknown,Unknown,Unknown,8,1,,Morning
12581,25/04/2017,Jawf,Al-Maslub,Al-Saqiyah mountain,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,-,,Unknown
12582,25/04/2017,Lahj,Al-Qabbaytah,Karish,Unknown,Unknown,Unknown,16,3,,Afternoon
12583,25/04/2017,Lahj,Al-Qabbaytah,Bait Hameem,Unknown,Unknown,Unknown,17,1,,Afternoon
12584,25/04/2017,Lahj,Al-Qabbaytah,Thubrah village,Pro-Houthi sites,Military_Security_Target,Military Site,17,1,,Afternoon
12585,25/04/2017,Lahj,Al-Madaribah Wa Al-Arah,Kahboub,Weapon storage,Military_Security_Target,Weapon Storage,17,3,,Afternoon
12586,25/04/2017,Saada,Shada'a,-,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,-,,Unknown
12587,25/04/2017,Saada,Majz,Qazah,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,3,,Unknown
12588,25/04/2017,Saada,Al-Dhaher,Khalab valley,Unknown,Unknown,Unknown,16,1,,Afternoon
12589,25/04/2017,Saada,Razih,Burkan,Main road,Infrastructure,Transport,20,1,,Evening
12590,25/04/2017,Taiz,Mawza,-,Unknown,Unknown,Unknown,11,2,,Midday
12591,25/04/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,11,1,,Midday
12592,26/04/2017,Capital,Al-Thawrah,-,TV hill,Military_Security_Target,Military Site,24,1,,Night
12593,26/04/2017,Sanaa,Sanhan,Al-Sawad,Al-Marhah mountain,Unknown,Unknown,24,4,,Night
12594,26/04/2017,Sanaa,Sanhan,Dhabwah,Dhabwah Military Camp,Military_Security_Target,Military Site,24,-,,Unknown
12595,26/04/2017,Hajja,Midi,-,Weapon storage,Military_Security_Target,Weapon Storage,unkn,-,,Early-Morning
12596,26/04/2017,Hajja,Midi,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,-,,Early-Morning
12597,26/04/2017,Hajja,Harad,Al-Mazraq,Unknown,Unknown,Unknown,11,1,,Midday
12598,26/04/2017,Hajja,Harad,Al-Mazraq,Unknown,Unknown,Unknown,16,2,,Afternoon
12599,26/04/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,20,6,,Evening
12600,26/04/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,20,6,,Evening
12601,26/04/2017,Hudaydah,Al-Khawkhah,-,Al-Haymah Port,Infrastructure,Transport,16,2,,Afternoon
12602,26/04/2017,Jawf,Khab Wa Al-Sha'af,Al-Sabrain,Unknown,Unknown,Unknown,unkn,3,,Unknown
12603,26/04/2017,Marib,Sirwah,-,Unknown,Unknown,Unknown,22,1,,Night
12604,26/04/2017,Saada,Baqim,Al-Sha'eir mountain,Unknown,Unknown,Unknown,18,3,,Evening
12605,26/04/2017,Saada,Baqim,Al-Alzammah,Unknown,Unknown,Unknown,18,1,,Evening
12606,26/04/2017,Saada,Baqim,-,Unknown,Unknown,Unknown,19,3,,Evening
12607,26/04/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,8,1,,Morning
12608,26/04/2017,Taiz,Mawza,Qal'ah mountain,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,2,,Morning
12609,26/04/2017,Taiz,Al-Mukha,Al-Zihari,Unknown,Unknown,Unknown,8,1,,Morning
12610,26/04/2017,Taiz,Mawza,-,Unknown,Unknown,Unknown,10,2,,Midday
12611,26/04/2017,Taiz,Mawza,-,Telecommunications network,Infrastructure,Communication,10,1,,Midday
12612,26/04/2017,Taiz,Al-Wazi'iyah,"Al-Aqmah, Hinah valley, Matba'ah valley",Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),unkn,4,,Unknown
12613,26/04/2017,Taiz,Al-Mukha,Al-Zihary,Unknown,Unknown,Unknown,15,1,,Afternoon
12614,26/04/2017,Taiz,Al-Mukha,Al-Zihary,Unknown,Unknown,Unknown,16,4,,Afternoon
12615,26/04/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,18,3,,Evening
12616,26/04/2017,Taiz,Mawza,-,Pro-Houthi forces,Military_Security_Target,Forces,18,2,,Evening
12617,27/04/2017,Dhamar,Jahran,Tafadhol village,Water Driller,Economic_infrastructure,Water & Electricity,12,1,,Midday
12618,27/04/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,15,7,,Afternoon
12619,27/04/2017,Marib,Sirwah,Al-Shaief hill,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,2,,Early-Morning
12620,27/04/2017,Hudaydah,Al-Tuhayat,-,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,-,,Evening
12621,27/04/2017,Hudaydah,Bait Al-Faqih,-,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,-,,Evening
12622,27/04/2017,Saada,Haydan,Marran,Unknown,Unknown,Unknown,15,2,,Afternoon
12623,27/04/2017,Saada,Al-Dhaher,Al-Malaheet,Telecommunications network,Infrastructure,Communication,unkn,1,,Unknown
12624,27/04/2017,Saada,Kitaf Wa Al-Boqe'e,Al-Maili,Unknown,Unknown,Unknown,unkn,1,,Unknown
12625,27/04/2017,Taiz,Mawza,-,Unknown,Unknown,Unknown,3,4,,Early-Morning
12626,27/04/2017,Taiz,Mawza,-,Unknown,Unknown,Unknown,10,4,,Midday
12627,27/04/2017,Taiz,Mawza,-,Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),unkn,-,,Unknown
12628,27/04/2017,Taiz,Al-Mukha,Al-Zihary,Unknown,Unknown,Unknown,15,3,,Afternoon
12629,27/04/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,22,1,,Night
12630,28/04/2017,Sanaa,Nihm,Ramadah junction,Pro-Houthi forces,Military_Security_Target,Forces,10,2,,Midday
12631,28/04/2017,Hajja,Harad,Al-Mazraq,Pro-Houthi forces,Military_Security_Target,Forces,15,3,,Afternoon
12632,28/04/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,3,,Unknown
12633,28/04/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,unkn,3,,Unknown
12634,28/04/2017,Hajja,Harad,-,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,-,,Evening
12635,28/04/2017,Hajja,Midi,-,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,-,,Evening
12636,28/04/2017,Marib,Sirwah,-,Unknown,Unknown,Unknown,11,1,,Midday
12637,28/04/2017,Marib,Harib Al-Garamish,-,Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),15,1,,Afternoon
12638,28/04/2017,Saada,Kitaf Wa Al-Boqe'e,"Al-Mail, Al-Boqe'e",Pro-Houthi sites,Military_Security_Target,Military Site,unkn,-,,Unknown
12639,28/04/2017,Saada,Haydan,Marran,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,2,,Midday
12640,28/04/2017,Saada,Al-Dhaher,-,Unknown,Unknown,Unknown,18,1,,Evening
12641,28/04/2017,Taiz,Mawza,Al-Hamili,Civilian's house,Civilian,Residential Area,10,3,,Midday
12642,28/04/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,unkn,6,,morning
12643,28/04/2017,Taiz,Mawza,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,1,,Unknown
12644,28/04/2017,Taiz,Maqbanah,Al-Barah,Market,Civilian,Market Place,11,1,,Midday
12645,28/04/2017,Taiz,Maqbanah,Al-Barah,Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),11,2,,Midday
12646,28/04/2017,Taiz,Al-Mukha,Al-Zihary ,Unknown,Unknown,Unknown,11,1,,Midday
12647,28/04/2017,Taiz,Al-Wazi'iyah,Al-Wazi'iyah junction,Unknown,Unknown,Unknown,19,1,,Evening
12648,28/04/2017,Taiz,Dhubab,Al-Omary,Unknown,Unknown,Unknown,20,2,,Evening
12649,29/04/2017,Capital,Al-Thawrah,Al-Hasabah,Military Maintenance Unit,Military_Security_Target,Military Site,11,1,,Midday
12650,29/04/2017,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Air Base,Military_Security_Target,Military Site,23,1,,Night
12651,29/04/2017,Sanaa,Hamdan,-,Unknown,Unknown,Unknown,23,1,,Night
12652,29/04/2017,Shabwa,Bayhan,Mablaqah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,-,,Unknown
12653,29/04/2017,Shabwa,Bayhan,-,Al-Hudaybi fuel station,Economic_infrastructure,Oil & Gas,unkn,-,,Unknown
12654,29/04/2017,Saada,Al-Dhaher,-,Roads,Infrastructure,Transport,16,3,,Afternoon
12655,29/04/2017,Saada,Al-Dhaher,-,Farms,Economic_infrastructure,Farms,16,2,,Afternoon
12656,29/04/2017,Taiz,Dhubab,Al-Omary,Unknown,Unknown,Unknown,1,4,,Early-Morning
12657,29/04/2017,Taiz,Mawza,Near Al-Hamili bridge,Pro-Houthi forces,Military_Security_Target,Forces,unkn,-,,Unknown
12658,29/04/2017,Taiz,Al-Mukha,-,Sabihah farm,Economic_infrastructure,Farms,unkn,-,,Unknown
12659,29/04/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,10,2,,Midday
12660,29/04/2017,Taiz,Dhubab,Hawzan,Unknown,Unknown,Unknown,16,1,,Afternoon
12661,29/04/2017,Taiz,Dhubab,Hawzan,Unknown,Unknown,Unknown,17,2,,Afternoon
12662,29/04/2017,Taiz,Mawza,-,Unknown,Unknown,Unknown,18,2,,Evening
12663,30/04/2017,Marib,Sirwah,Al-Shaief hill,Pro-Houthi forces,Military_Security_Target,Forces,unkn,-,,Afternoon
12664,30/04/2017,Marib,Harib Al-Garamish,-,Herd of Camels ,Economic_infrastructure,Farms,unkn,1,,Unknown
12665,30/04/2017,Taiz,Maqbanah,Al-Wazi'iyah junction,Civilian's vehicle,Civilian,Vehicle/Buss,16,1,,Afternoon
12666,30/04/2017,Taiz,Dhubab,Hawzan,Unknown,Unknown,Unknown,17,2,,Afternoon
12667,30/04/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,18,5,,Evening
12668,01/05/2017,Sanaa,Nihm,Jihm valley,Pro-Houthi reinforcement,Military_Security_Target,Moving Target (weapons/fighters),unkn,-,,Early-Morning
12669,01/05/2017,Sanaa,Nihm,Qatbain,Unknown,Unknown,Unknown,unkn,1,,Unknown
12670,01/05/2017,Sanaa,Bani Matar,-,Unknown,Unknown,Unknown,unkn,1,,Unknown
12671,01/05/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,7,,Unknown
12672,01/05/2017,Hajja,Midi,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,6,,Midday
12673,01/05/2017,Hajja,Abs,Al-Jar,Farm,Economic_Infrastructure,Farms,unkn,1,,Unknown
12674,01/05/2017,Lahj,Al-Qabbaytah,Thubrah,Pro-Houthi site,Military_Security_Target,Military Site,unkn,2,,Unknown
12675,01/05/2017,Marib,Sirwah,Al-Halfah,Military vehicle,Military_Security_Target,Moving Target (weapons/fighters),unkn,1,,Unknown
12676,01/05/2017,Saada,Al-Dhaher,-,Unknown,Unknown,Unknown,unkn,5,,Unknown
12677,01/05/2017,Saada,Baqim,Alab mountains,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,-,,Morning
12678,01/05/2017,Taiz,Al-Mukha,Near Khalid Camp,Pro-Houthi forces,Military_Security_Target,Forces,unkn,12,,Morning
12679,01/05/2017,Taiz,Khadir,Al-Jarboub,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,4,,Unknown
12680,01/05/2017,Taiz,Khadir,Al-Rahedah,Weapons storage,Military_Security_Target,Weapon Storage,unkn,3,,Unknown
12681,01/05/2017,Taiz,Khadir,Al-Hajr junction,Military vehicles,Military_Security_Target,Moving Target (weapons/fighters),unkn,4,,Unknown
12682,01/05/2017,Taiz,Khadir,Amlah,Checkpoint,Military_Security_Target,Checkpoints,unkn,2,,Unknown
12683,01/05/2017,Taiz,Mawza,Dar Bin Alwan,Weapons storage,Military_Security_Target,Weapon Storage,unkn,-,,Unknown
12684,01/05/2017,Taiz,Mawza,Near the Centre of the district,Military vehicle,Military_Security_Target,Moving Target (weapons/fighters),unkn,-,,Unknown
12685,01/05/2017,Taiz,Mawza,Mawza - Al-Wazi'iyah gate,Two Military vehicles,Military_Security_Target,Moving Target (weapons/fighters),unkn,-,,Unknown
12686,01/05/2017,Taiz,Al-Mukha,Yakhtol,Unknown,Unknown,Unknown,unkn,2,,Unknown
12687,01/05/2017,Taiz,Mawza,Al-Hamili,Main road,Infrastructure,Transport,unkn,6,,Unknown
12688,01/05/2017,Taiz,Dhubab,"Al-Omary, Hawzan",Unknown,Unknown,Unknown,unkn,2,,Unknown
12689,01/05/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,unkn,3,,Unknown
12690,02/05/2017,Hajja,Abs,Al-Jar ,Farms,Economic_infrastructure,Farms,15,2,,Afternoon
12691,02/05/2017,Hajja,Harad,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,6,,Unknown
12692,02/05/2017,Hajja,Midi,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,5,,Unknown
12693,02/05/2017,Hajja,Abs,Al-Jar ,Pro-Houthi site,Military_Security_Target,Military Site,22,2,,Night
12694,02/05/2017,Hajja,Midi,Midi coast,Unknown,Unknown,Unknown,22,4,,Night
12695,02/05/2017,Hudaydah,Al-Khawkhah,-,Unknown,Unknown,Unknown,22,1,,Night
12696,02/05/2017,Jawf,Al-Maslub,-,Military Vehcile,Military_Security_Target,Moving Target (weapons/fighters),unkn,1,,Morning
12697,02/05/2017,Jawf,Khab Wa Al-Sha'af,Al-Sabrain,Pro-Houthi forces,Military_Security_Target,Forces,unkn,-,,Unknown
12698,02/05/2017,Jawf,Al-Matmmah,-,Pro-Houthi site,Military_Security_Target,Military Site,22,1,,Night
12699,02/05/2017,Lahj,,-,Pro-Houthi reinforcement,Military_Security_Target,Moving Target (weapons/fighters),unkn,-,,Unknown
12700,02/05/2017,Marib,Sirwah,Nourah village,Military vehicle,Military_Security_Target,Military Site,24,1,,Night
12701,02/05/2017,Marib,Sirwah,Al-Hajlan village,Pro-Houthi forces,Military_Security_Target,Forces,24,1,,Night
12702,02/05/2017,Saada,Baqim,Mihdaydah,Farm,Economic_Infrastructure,Farms,unkn,1,,Afternoon
12703,02/05/2017,Saada,Kitaf Wa Al-Boqe'e,Al-Boqe'e,Unknown,Unknown,Unknown,unkn,2,,Unknown
12704,02/05/2017,Taiz,Mawza,Al-Harzain,Military vehicle,Military_Security_Target,Moving Target (weapons/fighters),unkn,-,,Unknown
12705,02/05/2017,Taiz,Al-Mukha,North of the district,Pro-Houthi forces,Military_Security_Target,Forces,unkn,-,,Unknown
12706,02/05/2017,Taiz,Mawza,Al-Hamili,Unknown,Unknown,Unknown,unkn,3,,Unknown
12707,02/05/2017,Taiz,Al-Mukha,Damakhnain mountain,Pro-Houthi forces,Military_Security_Target,Forces,unkn,3,,Evening
12708,02/05/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,20,3,,Evening
